Type	Symbol	Name	ID	URL	Locus type	status
gene	FAM239B	family with sequence similarity 239 member B	HGNC:53415	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53415	RNA, long non-coding	Approved
gene	FAM239C	family with sequence similarity 239 member C	HGNC:53416	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53416	RNA, long non-coding	Approved
gene	FAM242A	family with sequence similarity 242 member A	HGNC:51597	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51597	RNA, long non-coding	Approved
gene	FAM242B	family with sequence similarity 242 member B	HGNC:53872	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53872	RNA, long non-coding	Approved
gene	FAM242C	family with sequence similarity 242 member C	HGNC:53873	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53873	RNA, long non-coding	Approved
gene	FAM242D	family with sequence similarity 242 member D	HGNC:53874	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53874	RNA, long non-coding	Approved
gene	FAM242E	family with sequence similarity 242 member E	HGNC:53875	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53875	RNA, long non-coding	Approved
gene	FAM242F	family with sequence similarity 242 member F	HGNC:53876	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53876	RNA, long non-coding	Approved
gene	FAM245A	family with sequence similarity 245 member A	HGNC:45163	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:45163	RNA, long non-coding	Approved
gene	FAM245B	family with sequence similarity 245 member B	HGNC:54133	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:54133	RNA, long non-coding	Approved
gene	FAM247A	family with sequence similarity 247 member A	HGNC:54926	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:54926	RNA, long non-coding	Approved
gene	FAM247B	family with sequence similarity 247 member B	HGNC:54927	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:54927	RNA, long non-coding	Approved
gene	FAM247C	family with sequence similarity 247 member C	HGNC:54928	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:54928	RNA, long non-coding	Approved
gene	FAM247D	family with sequence similarity 247 member D	HGNC:54929	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:54929	RNA, long non-coding	Approved
gene	FANK1-AS1	FANK1 antisense RNA 1	HGNC:43915	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:43915	RNA, long non-coding	Approved
gene	FAR1-IT1	FAR1 intronic transcript 1	HGNC:41485	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41485	RNA, long non-coding	Approved
gene	FARP1-AS1	FARP1 antisense RNA 1	HGNC:40229	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40229	RNA, long non-coding	Approved
gene	FARSA-AS1	FARSA antisense RNA 1	HGNC:50479	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:50479	RNA, long non-coding	Approved
gene	FAS-AS1	FAS antisense RNA 1	HGNC:37128	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:37128	RNA, long non-coding	Approved
gene	FBN1-DT	FBN1 divergent transcript	HGNC:55413	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55413	RNA, long non-coding	Approved
gene	FBXL19-AS1	FBXL19 antisense RNA 1	HGNC:27557	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:27557	RNA, long non-coding	Approved
gene	FBXO3-DT	FBXO3 divergent transcript	HGNC:51147	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51147	RNA, long non-coding	Approved
gene	FBXO34-AS1	FBXO34 antisense RNA 1	HGNC:55450	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55450	RNA, long non-coding	Approved
gene	FBXO36-IT1	FBXO36 intronic transcript 1	HGNC:41489	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41489	RNA, long non-coding	Approved
gene	FBXO38-DT	FBXO38 divergent transcript	HGNC:55589	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55589	RNA, long non-coding	Approved
gene	FBXW7-AS1	FBXW7 antisense RNA 1	HGNC:52397	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:52397	RNA, long non-coding	Approved
gene	FCHO2-DT	FCHO2 divergent transcript	HGNC:55232	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55232	RNA, long non-coding	Approved
gene	FENDRR	FOXF1 adjacent non-coding developmental regulatory RNA	HGNC:43894	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:43894	RNA, long non-coding	Approved
gene	FER1L6-AS1	FER1L6 antisense RNA 1	HGNC:26652	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26652	RNA, long non-coding	Approved
gene	FER1L6-AS2	FER1L6 antisense RNA 2	HGNC:26534	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26534	RNA, long non-coding	Approved
gene	FEZF1-AS1	FEZF1 antisense RNA 1	HGNC:41001	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41001	RNA, long non-coding	Approved
gene	FGD5-AS1	FGD5 antisense RNA 1	HGNC:40410	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40410	RNA, long non-coding	Approved
gene	FGF10-AS1	FGF10 antisense RNA 1	HGNC:49382	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:49382	RNA, long non-coding	Approved
gene	FGF12-AS1	FGF12 antisense RNA 1	HGNC:40234	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40234	RNA, long non-coding	Approved
gene	FGF12-AS2	FGF12 antisense RNA 2	HGNC:40235	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40235	RNA, long non-coding	Approved
gene	FGF12-AS3	FGF12 antisense RNA 3	HGNC:40236	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40236	RNA, long non-coding	Approved
gene	FGF13-AS1	FGF13 antisense RNA 1	HGNC:44264	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:44264	RNA, long non-coding	Approved
gene	FGF14-AS1	FGF14 antisense RNA 1	HGNC:40237	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40237	RNA, long non-coding	Approved
gene	FGF14-AS2	FGF14 antisense RNA 2	HGNC:44368	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:44368	RNA, long non-coding	Approved
gene	FGF14-IT1	FGF14 intronic transcript 1	HGNC:42774	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:42774	RNA, long non-coding	Approved
gene	FGGY-DT	FGGY divergent transcript	HGNC:55265	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55265	RNA, long non-coding	Approved
gene	FHAD1-AS1	FHAD1 antisense RNA 1	HGNC:41241	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41241	RNA, long non-coding	Approved
gene	FHIP1A-DT	FHIP1A divergent transcript	HGNC:53123	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53123	RNA, long non-coding	Approved
gene	FIBCD1-AS1	FIBCD1 antisense RNA 1	HGNC:55657	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55657	RNA, long non-coding	Approved
gene	FIGNL2-DT	FIGNL2 divergent transcript	HGNC:53299	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53299	RNA, long non-coding	Approved
gene	FILNC1	FOXO induced long non-coding RNA 1	HGNC:53755	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53755	RNA, long non-coding	Approved
gene	FIRRE	firre intergenic repeating RNA element	HGNC:49627	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:49627	RNA, long non-coding	Approved
gene	FKBP14-AS1	FKBP14 antisense RNA 1	HGNC:40990	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40990	RNA, long non-coding	Approved
gene	FKTN-AS1	FKTN antisense RNA 1	HGNC:55797	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55797	RNA, long non-coding	Approved
gene	FLG-AS1	FLG antisense RNA 1	HGNC:27913	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:27913	RNA, long non-coding	Approved
gene	FLICR	FOXP3 regulating long intergenic non-coding RNA	HGNC:53589	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53589	RNA, long non-coding	Approved
gene	FLNB-AS1	FLNB antisense RNA 1	HGNC:40239	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40239	RNA, long non-coding	Approved
gene	FLNC-AS1	FLNC antisense RNA 1	HGNC:53474	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53474	RNA, long non-coding	Approved
gene	FLRT2-AS1	FLRT2 antisense RNA 1	HGNC:55912	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55912	RNA, long non-coding	Approved
gene	FLVCR1-DT	FLVCR1 divergent transcript	HGNC:39077	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:39077	RNA, long non-coding	Approved
gene	FLVCR2-AS1	FLVCR2 antisense RNA 1	HGNC:55854	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55854	RNA, long non-coding	Approved
gene	FMNL1-AS1	FMNL1 antisense RNA 1	HGNC:55717	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55717	RNA, long non-coding	Approved
gene	FMNL1-DT	FMNL1 divergent transcript	HGNC:55311	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55311	RNA, long non-coding	Approved
gene	FMR1-AS1	FMR1 antisense RNA 1	HGNC:39081	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:39081	RNA, long non-coding	Approved
gene	FMR1-IT1	FMR1 intronic transcript 1	HGNC:41333	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41333	RNA, long non-coding	Approved
gene	FN1-DT	FN1 divergent transcript	HGNC:55775	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55775	RNA, long non-coding	Approved
gene	FNDC1-AS1	FNDC1 antisense RNA 1	HGNC:55706	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55706	RNA, long non-coding	Approved
gene	FNDC1-IT1	FNDC1 intronic transcript 1	HGNC:41460	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41460	RNA, long non-coding	Approved
gene	FOCAD-AS1	FOCAD antisense RNA 1	HGNC:49789	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:49789	RNA, long non-coding	Approved
gene	FOSL2-AS1	FOSL2 antisense RNA 1	HGNC:55784	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55784	RNA, long non-coding	Approved
gene	FOXC2-AS1	FOXC2 antisense RNA 1	HGNC:50665	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:50665	RNA, long non-coding	Approved
gene	FOXCUT	FOXC1 upstream transcript	HGNC:50650	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:50650	RNA, long non-coding	Approved
gene	FOXD1-AS1	FOXD1 antisense RNA 1	HGNC:50658	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:50658	RNA, long non-coding	Approved
gene	FOXD2-AS1	FOXD2 adjacent opposite strand RNA 1	HGNC:44256	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:44256	RNA, long non-coding	Approved
gene	FOXD3-AS1	FOXD3 antisense RNA 1	HGNC:40241	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40241	RNA, long non-coding	Approved
gene	FOXF2-DT	FOXF2 divergent transcript	HGNC:50662	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:50662	RNA, long non-coding	Approved
gene	FOXG1-AS1	FOXG1 antisense RNA 1	HGNC:50663	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:50663	RNA, long non-coding	Approved
gene	FOXL3-OT1	FOXL3 overlapping transcript 1	HGNC:54640	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:54640	RNA, long non-coding	Approved
gene	FOXN3-AS1	FOXN3 antisense RNA 1	HGNC:44290	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:44290	RNA, long non-coding	Approved
gene	FOXN3-AS2	FOXN3 antisense RNA 2	HGNC:30119	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30119	RNA, long non-coding	Approved
gene	FOXO6-AS1	FOXO6 antisense RNA 1	HGNC:41066	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41066	RNA, long non-coding	Approved
gene	FOXP1-AS1	FOXP1 antisense RNA 1	HGNC:41942	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41942	RNA, long non-coding	Approved
gene	FOXP1-IT1	FOXP1 intronic transcript 1	HGNC:41335	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41335	RNA, long non-coding	Approved
gene	FOXP4-AS1	FOXP4 antisense RNA 1	HGNC:50332	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:50332	RNA, long non-coding	Approved
gene	FREM2-AS1	FREM2 antisense RNA 1	HGNC:39964	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:39964	RNA, long non-coding	Approved
gene	FRG1-DT	FRG1 divergent transcript	HGNC:51590	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51590	RNA, long non-coding	Approved
gene	FRGCA	FOXM1-regulated, gastric cancer associated	HGNC:51844	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51844	RNA, long non-coding	Approved
gene	FRMD3-AS1	FRMD3 antisense RNA 1	HGNC:55790	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55790	RNA, long non-coding	Approved
gene	FRMD6-AS1	FRMD6 antisense RNA 1	HGNC:20129	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:20129	RNA, long non-coding	Approved
gene	FRMD6-AS2	FRMD6 antisense RNA 2	HGNC:43637	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:43637	RNA, long non-coding	Approved
gene	FRMPD3-AS1	FRMPD3 antisense RNA 1	HGNC:41239	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41239	RNA, long non-coding	Approved
gene	FRMPD4-AS1	FRMPD4 antisense RNA 1	HGNC:41222	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41222	RNA, long non-coding	Approved
gene	FRY-AS1	FRY antisense RNA 1	HGNC:39725	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:39725	RNA, long non-coding	Approved
gene	FSIP2-AS1	FSIP2 antisense RNA 1	HGNC:40978	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40978	RNA, long non-coding	Approved
gene	FSIP2-AS2	FSIP2 antisense RNA 2	HGNC:54061	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:54061	RNA, long non-coding	Approved
gene	FTCD-AS1	FTCD antisense RNA 1	HGNC:40243	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40243	RNA, long non-coding	Approved
gene	FTO-IT1	FTO intronic transcript 1	HGNC:43758	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:43758	RNA, long non-coding	Approved
gene	FTX	FTX transcript, XIST regulator	HGNC:37190	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:37190	RNA, long non-coding	Approved
gene	FUT8-AS1	FUT8 antisense RNA 1	HGNC:44294	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:44294	RNA, long non-coding	Approved
gene	FXYD6-AS1	FXYD6 antisense RNA 1	HGNC:56067	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:56067	RNA, long non-coding	Approved
gene	FZD4-DT	FZD4 divergent transcript	HGNC:54219	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:54219	RNA, long non-coding	Approved
gene	FZD10-AS1	FZD10 antisense divergent transcript	HGNC:48632	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:48632	RNA, long non-coding	Approved
gene	G2E3-AS1	G2E3 antisense RNA 1	HGNC:53463	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53463	RNA, long non-coding	Approved
gene	GABARAPL1-AS1	GABARAPL1 antisense RNA 1	HGNC:54822	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:54822	RNA, long non-coding	Approved
gene	GABPB1-AS1	GABPB1 antisense RNA 1	HGNC:44157	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:44157	RNA, long non-coding	Approved
gene	GABPB1-IT1	GABPB1 intronic transcript	HGNC:25469	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25469	RNA, long non-coding	Approved
gene	GABRG3-AS1	GABRG3 antisense RNA 1	HGNC:40249	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40249	RNA, long non-coding	Approved
gene	GACAT1	gastric cancer associated transcript 1	HGNC:48336	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:48336	RNA, long non-coding	Approved
gene	GACAT2	gastric cancer associated transcript 2	HGNC:50516	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:50516	RNA, long non-coding	Approved
gene	GACAT3	gastric cancer associated transcript 3	HGNC:50847	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:50847	RNA, long non-coding	Approved
gene	GALNT7-DT	GALNT7 divergent transcript	HGNC:55604	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55604	RNA, long non-coding	Approved
gene	GALNT16-AS1	GALNT16 and EXD2 antisense RNA 1	HGNC:55435	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55435	RNA, long non-coding	Approved
gene	GALNTL6-AS1	GALNTL6 antisense RNA 1	HGNC:54079	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:54079	RNA, long non-coding	Approved
gene	GAPDH-DT	GAPDH divergent transcript	HGNC:55492	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55492	RNA, long non-coding	Approved
gene	GAPLINC	gastric adenocarcinoma associated, positive CD44 regulator, long intergenic non-coding RNA	HGNC:51308	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51308	RNA, long non-coding	Approved
gene	GAR1-DT	GAR1 divergent transcript	HGNC:55191	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55191	RNA, long non-coding	Approved
gene	GARS1-DT	GARS1 divergent transcript	HGNC:48951	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:48951	RNA, long non-coding	Approved
gene	GAS1RR	GAS1 adjacent regulatory RNA	HGNC:52261	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:52261	RNA, long non-coding	Approved
gene	GAS5	growth arrest specific 5	HGNC:16355	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16355	RNA, long non-coding	Approved
gene	GAS5-AS1	GAS5 antisense RNA 1	HGNC:44119	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:44119	RNA, long non-coding	Approved
gene	GAS6-AS1	GAS6 antisense RNA 1	HGNC:39826	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:39826	RNA, long non-coding	Approved
gene	GAS6-DT	GAS6 divergent transcript	HGNC:43694	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:43694	RNA, long non-coding	Approved
gene	GAS8-AS1	GAS8 antisense RNA 1	HGNC:1197	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1197	RNA, long non-coding	Approved
gene	GASAL1	growth arrest associated lncRNA 1	HGNC:53461	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53461	RNA, long non-coding	Approved
gene	GASK1B-AS1	GASK1B antisense RNA 1	HGNC:53132	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53132	RNA, long non-coding	Approved
gene	GATA2-AS1	GATA2 antisense RNA 1	HGNC:51108	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51108	RNA, long non-coding	Approved
gene	GATA3-AS1	GATA3 antisense RNA 1	HGNC:33786	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33786	RNA, long non-coding	Approved
gene	GATA6-AS1	GATA6 antisense RNA 1 (head to head)	HGNC:48840	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:48840	RNA, long non-coding	Approved
gene	GATD1-DT	GATD1 divergent transcript	HGNC:29907	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29907	RNA, long non-coding	Approved
gene	GAU1	GALNT8 antisense upstream 1	HGNC:53880	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53880	RNA, long non-coding	Approved
gene	GBX2-AS1	GBX2 and ASB18 antisense RNA 1	HGNC:55714	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55714	RNA, long non-coding	Approved
gene	GCASPC	gall bladder cancer associated suppressor of pyruvate carboxylase lncRNA	HGNC:52281	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:52281	RNA, long non-coding	Approved
gene	GCAWKR	gastric cancer associated WDR5 and KAT2A binding lncRNA	HGNC:53740	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53740	RNA, long non-coding	Approved
gene	GCC2-AS1	GCC2 antisense RNA 1	HGNC:28126	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28126	RNA, long non-coding	Approved
gene	GCSAML-AS1	GCSAML antisense RNA 1	HGNC:41244	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41244	RNA, long non-coding	Approved
gene	GCSIR	GPR55 cis regulatory suppressor of immune response RNA	HGNC:54400	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:54400	RNA, long non-coding	Approved
gene	GDF5-AS1	GDF5 antisense RNA 1	HGNC:33435	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33435	RNA, long non-coding	Approved
gene	GDNF-AS1	GDNF antisense RNA 1	HGNC:43592	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:43592	RNA, long non-coding	Approved
gene	GEMIN7-AS1	GEMIN7 antisense RNA 1	HGNC:53773	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53773	RNA, long non-coding	Approved
gene	GFOD1-AS1	GFOD1 antisense RNA 1	HGNC:40956	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40956	RNA, long non-coding	Approved
gene	GHET1	gastric carcinoma proliferation enhancing transcript 1	HGNC:49425	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:49425	RNA, long non-coding	Approved
gene	GHRLOS	ghrelin opposite strand/antisense RNA	HGNC:33885	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33885	RNA, long non-coding	Approved
gene	GIHCG	GIHCG inhibitor of miR-200b/200a/429 expression	HGNC:52649	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:52649	RNA, long non-coding	Approved
gene	GJD2-DT	GJD2 divergent transcript	HGNC:55560	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55560	RNA, long non-coding	Approved
gene	GK-AS1	GK antisense RNA 1	HGNC:40255	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40255	RNA, long non-coding	Approved
gene	GK-IT1	GK intronic transcript 1	HGNC:41339	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41339	RNA, long non-coding	Approved
gene	GLCCI1-DT	GLCCI1 divergent transcript	HGNC:40852	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40852	RNA, long non-coding	Approved
gene	GLIDR	glioblastoma down-regulated RNA	HGNC:48823	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:48823	RNA, long non-coding	Approved
gene	GLIPR1-AS1	GLIPR1 antisense RNA 1	HGNC:56075	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:56075	RNA, long non-coding	Approved
gene	GLIS2-AS1	GLIS2 antisense RNA 1	HGNC:51381	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51381	RNA, long non-coding	Approved
gene	GLIS3-AS1	GLIS3 antisense RNA 1	HGNC:28260	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28260	RNA, long non-coding	Approved
gene	GLIS3-AS2	GLIS3 antisense RNA 2	HGNC:55796	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55796	RNA, long non-coding	Approved
gene	GLYCTK-AS1	GLYCTK antisense RNA 1	HGNC:41043	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41043	RNA, long non-coding	Approved
gene	GMDS-DT	GMDS divergent transcript	HGNC:48993	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:48993	RNA, long non-coding	Approved
gene	GNA14-AS1	GNA14 antisense RNA 1	HGNC:50451	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:50451	RNA, long non-coding	Approved
gene	GNA15-DT	GNA15 divergent transcript	HGNC:55293	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55293	RNA, long non-coding	Approved
gene	GNAO1-AS1	GNAO1 antisense RNA 1	HGNC:24498	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24498	RNA, long non-coding	Approved
gene	GNAO1-DT	GNAO1 divergent transcript	HGNC:27543	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:27543	RNA, long non-coding	Approved
gene	GNAS-AS1	GNAS antisense RNA 1	HGNC:24872	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24872	RNA, long non-coding	Approved
gene	GNB1-DT	GNB1 divergent transcript	HGNC:55772	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55772	RNA, long non-coding	Approved
gene	GNG12-AS1	GNG12, DIRAS3 and WLS antisense RNA 1	HGNC:43938	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:43938	RNA, long non-coding	Approved
gene	GOLGA4-AS1	GOLGA4 antisense RNA 1	HGNC:26469	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26469	RNA, long non-coding	Approved
gene	GOLGA7B-DT	GOLGA7B divergent transcript	HGNC:45232	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:45232	RNA, long non-coding	Approved
gene	GOLPH3-DT	GOLPH3 divergent transcript	HGNC:55231	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55231	RNA, long non-coding	Approved
